player_id,player_url,fifa_version,fifa_update,fifa_update_date,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,league_level,club_team_id,club_name,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url
227003,/player/227003/lina-hurtig/230008,23,8,17-12-22,L. Hurtig,Lina Mona Andréa Hurtig,"LW, ST",80,80,23000000,1000,26,05-09-95,180,69,2216,Women's Super League,1,116009,Arsenal W,SUB,17,,18-08-22,2023,46,Sweden,113008,LW,8,Right,3,4,3,Medium/High,Lean (170-185),No,47200000,,Finesse Shot,78,80,76,78,48,76,78,83,82,84,73,78,69,56,68,85,78,78,71,80,65,79,76,78,85,78,50,32,81,73,68,62,45,52,44,9,10,8,8,16,,81-1,81-1,81-1,80,80,80,80,80,79+1,79+1,79+1,79+1,75+3,75+3,75+3,79+1,66+3,63+3,63+3,63+3,66+3,63+3,59+3,59+3,59+3,63+3,18+3,https://cdn.sofifa.net/players/227/003/23_120.png
227118,/player/227118/lydia-williams/230008,23,8,17-12-22,L. Williams,Lydia Grace Yilkari Williams,GK,80,80,3600000,850,34,13-05-88,175,63,2218,Feminine Division 1,1,116034,Paris SG W,SUB,1,,21-07-22,2023,195,Australia,,,,Right,3,1,3,Medium/Medium,Lean (170-185),Yes,7400000,,,,,,,,,14,13,7,22,17,16,13,17,24,19,47,49,36,74,68,50,53,36,37,19,24,21,13,37,26,60,21,15,14,81,75,66,89,79,48,27+3,27+3,27+3,26,28,28,28,26,27+3,27+3,27+3,28+3,27+3,27+3,27+3,28+3,27+3,26+3,26+3,26+3,27+3,27+3,24+3,24+3,24+3,27+3,79+1,https://cdn.sofifa.net/players/227/118/23_120.png
227348,/player/227348/viviane-asseyi/230008,23,8,17-12-22,V. Asseyi,Viviane Marie-Louise Blanche Asseyi,"RM, ST, CAM",80,80,21000000,1000,28,20-11-93,163,59,2216,Women's Super League,1,116014,West Ham W,ST,26,,01-08-22,2023,18,France,,,,Right,3,3,2,High/Low,Normal (170-),No,44100000,,Speed Dribbler (AI),88,74,74,78,50,70,78,84,70,79,68,79,69,70,60,79,87,89,79,75,78,57,70,73,77,68,49,48,78,76,74,73,45,52,40,8,16,13,7,13,,77+2,77+2,77+2,80,78,78,78,80,78+2,78+2,78+2,79+1,72+2,72+2,72+2,79+1,66+2,62+2,62+2,62+2,66+2,64+2,58+2,58+2,58+2,64+2,18+2,https://cdn.sofifa.net/players/227/348/23_120.png
227387,/player/227387/jessie-fleming/230008,23,8,17-12-22,J. Fleming,Jessie Alexandra Fleming,"CM, RW, LW",80,86,33000000,1000,24,11-03-98,161,54,2216,Women's Super League,1,116010,Chelsea W,SUB,17,,01-07-20,2025,70,Canada,113000,RCM,17,Right,4,4,2,Medium/Medium,Lean (170-),Yes,74300000,,"Long Shot Taker (AI), Playmaker (AI)",82,78,72,82,69,53,49,80,58,84,43,82,43,65,81,81,86,79,84,78,95,83,44,78,43,79,50,69,79,78,67,82,68,75,62,9,8,6,9,10,,76+2,76+2,76+2,78,80,80,80,78,81+2,81+2,81+2,78+2,80+2,80+2,80+2,78+2,72+2,73+2,73+2,73+2,72+2,71+2,65+2,65+2,65+2,71+2,16+2,https://cdn.sofifa.net/players/227/387/23_120.png
233755,/player/233755/stefanie-van-der-gragt/230008,23,8,17-12-22,S. van der Gragt,Stefanie van der Gragt,CB,80,80,,,29,16-08-92,178,70,,,,,,,,,,,34,Netherlands,113011,RCB,3,Left,2,2,2,Low/High,Stocky (170-185),Yes,,#Strength,"Injury Prone, Power Header",62,53,66,57,81,84,60,50,85,72,30,54,54,36,73,63,54,68,46,72,44,70,74,70,91,54,88,73,34,65,46,74,81,82,86,7,9,15,13,15,,61+2,61+2,61+2,58,59,59,59,58,60+2,60+2,60+2,61+2,66+2,66+2,66+2,61+2,71+2,75+2,75+2,75+2,71+2,73+2,80,80,80,73+2,18+2,https://cdn.sofifa.net/players/233/755/23_120.png
233852,/player/233852/jackie-groenen/230008,23,8,17-12-22,J. Groenen,Jackie Noëlle Groenen,"CM, CDM, CAM",80,80,22500000,1000,27,17-12-94,165,60,2218,Feminine Division 1,1,116034,Paris SG W,SUB,24,,15-09-22,2025,34,Netherlands,113011,RCM,14,Right,4,3,2,Medium/Medium,Normal (170-),No,46100000,,Playmaker (AI),79,65,81,82,70,71,79,59,59,82,63,85,71,60,80,79,78,79,78,79,90,76,81,77,72,68,58,71,76,88,58,83,66,77,68,13,11,7,16,7,,72+2,72+2,72+2,78,77,77,77,78,79+1,79+1,79+1,79+1,80,80,80,79+1,76+2,75+2,75+2,75+2,76+2,74+2,71+2,71+2,71+2,74+2,19+2,https://cdn.sofifa.net/players/233/852/23_120.png
235594,/player/235594/shelina-zadorsky/230008,23,8,17-12-22,S. Zadorsky,Shelina Laura Zadorsky,CB,80,80,17500000,1000,29,24-10-92,172,67,2216,Women's Super League,1,116011,Tottenham W,CB,3,,20-08-20,2023,70,Canada,113000,SUB,4,Left,3,2,3,Medium/High,Normal (170-185),Yes,36800000,,Leadership,71,49,70,65,80,79,58,41,79,83,34,55,67,71,85,80,68,73,57,78,61,66,88,86,75,56,79,80,25,46,60,81,82,80,78,13,7,15,14,7,,60+3,60+3,60+3,60,60,60,60,60,62+3,62+3,62+3,64+3,70+3,70+3,70+3,64+3,76+3,80,80,80,76+3,77+3,80,80,80,77+3,18+3,https://cdn.sofifa.net/players/235/594/23_120.png
238096,/player/238096/deanne-rose/230008,23,8,17-12-22,D. Rose,Deanne Rose,"ST, LW, RW",80,88,47000000,1000,23,03-03-99,163,62,2216,Women's Super League,1,116018,Reading W,SUB,6,,20-01-22,2023,70,Canada,113000,SUB,6,Right,3,4,2,High/Medium,Normal (170-),Yes,108100000,#Speedster,Speed Dribbler (AI),91,76,73,81,36,72,78,76,70,76,76,83,75,52,60,82,89,93,79,80,72,78,78,64,81,76,59,25,83,75,60,61,35,36,26,8,7,10,8,7,,80+2,80+2,80+2,81,81,81,81,81,79+2,79+2,79+2,79+2,71+2,71+2,71+2,79+2,60+2,56+2,56+2,56+2,60+2,57+2,51+2,51+2,51+2,57+2,16+2,https://cdn.sofifa.net/players/238/096/23_120.png
241549,/player/241549/hawa-cissoko/230008,23,8,17-12-22,H. Cissoko,Hawa Cissoko,CB,80,85,28000000,1000,25,10-04-97,171,56,2216,Women's Super League,1,116014,West Ham W,SUB,23,,01-07-20,2024,18,France,113003,SUB,23,Right,3,2,2,Low/Medium,Normal (170-185),Yes,60900000,,"Long Passer (AI), Team Player",54,32,59,55,79,79,34,28,78,79,38,39,28,40,79,76,56,52,41,78,68,40,79,64,80,26,94,78,37,44,49,64,80,80,79,14,7,7,9,12,,53+2,53+2,53+2,51,52,52,52,51,56+2,56+2,56+2,55+2,65+2,65+2,65+2,55+2,68+2,77+2,77+2,77+2,68+2,70+2,80+2,80+2,80+2,70+2,18+2,https://cdn.sofifa.net/players/241/549/23_120.png
241844,/player/241844/sara-bjork-gunnarsdottir/230008,23,8,17-12-22,S. Gunnarsdóttir,Sara Björk Gunnarsdóttir,CM,80,80,,,31,29-09-90,175,67,,,,,,,,,,,24,Iceland,116428,LDM,7,Right,3,3,3,Medium/Medium,Normal (170-185),No,,,"Leadership, Playmaker (AI)",54,70,74,74,79,80,59,69,72,82,52,75,53,55,80,78,65,45,58,84,55,72,67,77,81,74,85,85,77,81,59,75,78,79,72,6,9,6,10,6,,73+3,73+3,73+3,72,75,75,75,72,76+3,76+3,76+3,73+3,80,80,80,73+3,74+3,81-1,81-1,81-1,74+3,74+3,78+2,78+2,78+2,74+3,16+3,https://cdn.sofifa.net/players/241/844/23_120.png
243769,/player/243769/margaret-purce/230008,23,8,17-12-22,M. Purce,Margaret Purce,"RW, RM",80,80,,,26,18-09-95,163,56,,,,,,,,,,,95,United States,113009,SUB,23,Right,3,3,1,High/Medium,Normal (170-),No,,,Technical Dribbler (AI),85,76,75,78,52,70,78,80,50,77,67,79,74,51,71,78,86,84,81,82,75,74,70,81,72,73,50,51,82,77,58,68,56,52,47,8,10,14,14,14,,76+2,76+2,76+2,80,79,79,79,80,79+1,79+1,79+1,79+1,75+2,75+2,75+2,79+1,69+2,66+2,66+2,66+2,69+2,66+2,59+2,59+2,59+2,66+2,19+2,https://cdn.sofifa.net/players/243/769/23_120.png
245197,/player/245197/julia-barbara-ruiz-gomes/230008,23,8,17-12-22,Julininha Ruiz,Júlia Bárbara Ruiz Gomes,GK,80,80,,,30,29-02-92,171,65,,,,,,,,,,,54,Brazil,112999,GK,1,Right,2,1,1,Medium/Medium,Normal (170-185),No,,,"Comes For Crosses, Saves with Feet",,,,,,,11,5,14,25,7,9,11,14,19,13,48,52,60,78,53,56,68,34,49,9,26,22,8,57,12,67,22,13,11,82,75,74,73,86,50,26+2,26+2,26+2,25,27,27,27,25,28+2,28+2,28+2,26+2,28+2,28+2,28+2,26+2,26+2,27+2,27+2,27+2,26+2,27+2,26+2,26+2,26+2,27+2,79+1,https://cdn.sofifa.net/players/245/197/23_120.png
245204,/player/245204/karen-isa-pombal-trigo/230008,23,8,17-12-22,Karole Pombal,Karen Isa Pombal Trigo,"CAM, RM",80,80,,,30,29-02-92,165,59,,,,,,,,,,,54,Brazil,112999,RCM,7,Right,4,4,1,Medium/Medium,Normal (170-),No,,#Dribbler,"Playmaker (AI), Team Player, Technical Dribbler (AI)",76,69,75,81,27,47,65,77,45,83,43,86,45,50,81,82,78,75,70,77,76,53,58,50,48,73,38,20,75,81,62,60,28,25,27,7,11,12,12,9,,70+2,70+2,70+2,78,78,78,78,78,80,80,80,77+2,73+2,73+2,73+2,77+2,54+2,53+2,53+2,53+2,54+2,50+2,40+2,40+2,40+2,50+2,17+2,https://cdn.sofifa.net/players/245/204/23_120.png
245826,/player/245826/risa-shimizu/230008,23,8,17-12-22,R. Shimizu,清水 梨紗,RB,80,81,22500000,1000,26,15-06-96,160,47,2216,Women's Super League,1,116014,West Ham W,RB,3,,28-08-22,2024,163,Japan,,,,Right,3,3,2,High/Medium,Lean (170-),No,48900000,,Leadership,81,57,72,71,78,60,80,58,70,78,45,67,70,53,68,74,80,82,79,79,82,57,60,75,50,61,65,78,45,62,50,63,80,79,77,15,11,8,7,7,,64+2,64+2,64+2,70,67,67,67,70,68+2,68+2,68+2,71+2,70+2,70+2,70+2,71+2,78+2,74+2,74+2,74+2,78+2,78+2,73+2,73+2,73+2,78+2,17+2,https://cdn.sofifa.net/players/245/826/23_120.png
246219,/player/246219/khadija-shaw/230008,23,8,17-12-22,K. Shaw,Khadija Monifa Shaw,ST,80,85,31500000,1000,25,31-01-97,180,70,2216,Women's Super League,1,116017,Manchester City W,ST,21,,17-06-21,2024,82,Jamaica,,,,Right,3,3,2,Medium/Medium,Stocky (170-185),Yes,68500000,"#Poacher, #Strength, #Complete Forward",,67,83,66,72,26,76,59,87,87,73,77,74,58,56,65,77,67,67,55,71,47,83,80,55,90,79,64,21,83,67,65,78,18,21,15,10,15,10,7,10,,80+2,80+2,80+2,73,76,76,76,73,74+2,74+2,74+2,71+2,66+2,66+2,66+2,71+2,48+2,50+2,50+2,50+2,48+2,46+2,47+2,47+2,47+2,46+2,17+2,https://cdn.sofifa.net/players/246/219/23_120.png
247796,/player/247796/ellie-roebuck/230008,23,8,17-12-22,E. Roebuck,Ellie Roebuck,GK,80,89,41000000,700,22,23-09-99,174,67,2216,Women's Super League,1,116017,Manchester City W,GK,1,,01-07-16,2024,14,England,113002,SUB,21,Right,3,1,2,Medium/Medium,Normal (170-185),Yes,94300000,,Saves with Feet,,,,,,,10,10,11,30,12,11,11,10,35,25,41,39,54,67,51,57,74,31,61,13,26,15,10,68,21,52,13,12,13,85,77,76,78,81,40,27+2,27+2,27+2,27,29,29,29,27,32+2,32+2,32+2,29+2,33+2,33+2,33+2,29+2,24+2,29+2,29+2,29+2,24+2,24+2,25+2,25+2,25+2,24+2,79+2,https://cdn.sofifa.net/players/247/796/23_120.png
263007,/player/263007/niamh-charles/230008,23,8,17-12-22,N. Charles,Niamh Charles,"RM, RB",80,88,47000000,1000,23,21-06-99,172,64,2216,Women's Super League,1,116010,Chelsea W,SUB,21,,01-07-20,2025,14,England,,,,Right,4,3,2,High/Medium,Normal (170-185),No,105800000,,,78,69,78,78,72,68,79,72,63,83,61,80,71,45,79,80,75,80,65,77,73,67,80,79,65,66,57,69,75,78,56,81,75,74,70,5,10,12,10,9,,73+2,73+2,73+2,77,77,77,77,77,78+2,78+2,78+2,79+2,78+2,78+2,78+2,79+2,76+2,75+2,75+2,75+2,76+2,75+2,71+2,71+2,71+2,75+2,16+2,https://cdn.sofifa.net/players/263/007/23_120.png
264864,/player/264864/kessya-bussy/230008,23,8,17-12-22,K. Bussy,Kessya Bussy,LW,80,89,47500000,950,21,19-06-01,165,52,2218,Feminine Division 1,1,116040,Stade de Reims W,LW,19,,01-07-20,2024,18,France,,,,Right,3,3,1,High/Medium,Lean (170-),Yes,109300000,#Dribbler,Outside Foot Shot,80,78,73,84,38,55,69,80,62,77,63,86,69,63,68,85,79,81,81,74,79,75,66,74,45,80,53,31,80,76,74,77,34,38,36,8,5,7,6,6,,76+2,76+2,76+2,80,80,80,80,80,80+2,80+2,80+2,79+2,73+2,73+2,73+2,79+2,61+2,57+2,57+2,57+2,61+2,57+2,48+2,48+2,48+2,57+2,14+2,https://cdn.sofifa.net/players/264/864/23_120.png
264962,/player/264962/tess-laplacette/230008,23,8,17-12-22,T. Laplacette,Tess Laplacette,RB,80,87,40000000,900,23,22-05-99,168,60,2218,Feminine Division 1,1,116035,Paris W,SUB,7,,01-07-20,2023,18,France,,,,Right,3,2,1,Medium/Medium,Normal (170-),Yes,92000000,,,73,51,70,67,80,67,69,50,69,81,47,66,63,48,67,69,69,76,64,75,69,55,63,83,58,47,68,82,63,59,54,69,79,83,81,10,7,7,7,12,,63+2,63+2,63+2,66,65,65,65,66,67+2,67+2,67+2,69+2,70+2,70+2,70+2,69+2,77+2,76+2,76+2,76+2,77+2,78+2,75+2,75+2,75+2,78+2,16+2,https://cdn.sofifa.net/players/264/962/23_120.png
264971,/player/264971/ewelina-kamczyk/230008,23,8,17-12-22,E. Kamczyk,Ewelina Kamczyk,"RW, CAM",80,81,25000000,1000,26,22-02-96,165,54,2218,Feminine Division 1,1,116036,Fleury 91 W,CAM,8,,01-01-20,2023,37,Poland,,,,Right,3,3,1,Medium/Medium,Lean (170-),Yes,54400000,,"Finesse Shot, Long Shot Taker (AI), Outside Foot Shot",80,73,79,82,42,60,77,72,59,82,62,82,80,69,73,85,76,83,83,76,77,75,69,65,62,72,48,38,81,84,73,75,42,42,35,10,9,11,12,10,,75+2,75+2,75+2,80,79,79,79,80,80+1,80+1,80+1,79+2,75+2,75+2,75+2,79+2,63+2,61+2,61+2,61+2,63+2,59+2,52+2,52+2,52+2,59+2,18+2,https://cdn.sofifa.net/players/264/971/23_120.png
264982,/player/264982/dominika-grabowska/230008,23,8,17-12-22,D. Grabowska,Dominika Grabowska,CM,80,86,33000000,1000,23,26-12-98,165,55,2218,Feminine Division 1,1,116036,Fleury 91 W,SUB,14,,01-01-20,2023,37,Poland,,,,Left,3,3,1,Medium/Medium,Lean (170-),Yes,75900000,#Dribbler,"Playmaker (AI), Outside Foot Shot",67,73,82,83,63,63,78,75,45,85,61,86,79,67,82,84,68,66,77,75,79,69,55,68,58,75,70,69,77,83,80,82,61,69,58,9,14,11,6,12,,72+2,72+2,72+2,79,78,78,78,79,80+2,80+2,80+2,79+2,80+2,80+2,80+2,79+2,72+2,73+2,73+2,73+2,72+2,69+2,65+2,65+2,65+2,69+2,17+2,https://cdn.sofifa.net/players/264/982/23_120.png
265040,/player/265040/barbora-votikova/230008,23,8,17-12-22,B. Votíková,Barbora Votíková,GK,80,83,21500000,800,25,13-09-96,178,67,2218,Feminine Division 1,1,116034,Paris SG W,RES,30,,24-08-21,2023,12,Czech Republic,,,,Right,2,1,1,Medium/Medium,Normal (170-185),No,45700000,,,,,,,,,14,10,13,29,7,23,15,13,29,27,48,52,50,70,56,53,55,30,57,8,38,18,11,35,17,45,19,17,13,83,73,71,82,86,50,29+2,29+2,29+2,29,30,30,30,29,30+2,30+2,30+2,30+2,29+2,29+2,29+2,30+2,28+2,29+2,29+2,29+2,28+2,27+2,28+2,28+2,28+2,27+2,79+2,https://cdn.sofifa.net/players/265/040/23_120.png
265250,/player/265250/sophie-ingle/230008,23,8,17-12-22,S. Ingle,Sophie Ingle,"CM, CDM",80,80,20000000,1000,30,02-09-91,173,62,2216,Women's Super League,1,116010,Chelsea W,LCM,5,,01-01-12,2023,50,Wales,,,,Right,5,3,2,Medium/High,Normal (170-185),No,41000000,,,64,67,75,77,75,68,62,66,50,85,56,78,53,47,80,81,67,61,65,75,63,72,80,79,65,69,60,80,76,80,57,78,75,82,73,13,13,8,6,13,,70+2,70+2,70+2,74,75,75,75,74,77+2,77+2,77+2,75+2,80,80,80,75+2,75+2,78+2,78+2,78+2,75+2,74+2,73+2,73+2,73+2,74+2,18+2,https://cdn.sofifa.net/players/265/250/23_120.png
265296,/player/265296/victoria-williams/230008,23,8,17-12-22,V. Williams,Victoria Williams,CB,80,80,13500000,1000,32,05-04-90,180,67,2216,Women's Super League,1,116013,Brighton & Hove Albion W,RCB,20,,31-07-18,2023,14,England,,,,Right,4,2,2,Medium/Medium,Normal (170-185),No,29700000,,"Leadership, Team Player",55,44,67,61,80,81,53,33,74,79,35,50,60,53,79,76,52,57,47,76,56,65,84,69,87,48,81,78,45,55,58,78,84,81,77,11,7,10,14,15,,58+2,58+2,58+2,57,58,58,58,57,61+2,61+2,61+2,61+2,68+2,68+2,68+2,61+2,71+2,78+2,78+2,78+2,71+2,73+2,80,80,80,73+2,19+2,https://cdn.sofifa.net/players/265/296/23_120.png
265326,/player/265326/sarah-mayling/230008,23,8,17-12-22,S. Mayling,Sarah Mayling,RB,80,85,29000000,1000,25,20-03-97,166,58,2216,Women's Super League,1,116015,Aston Villa W,RB,2,,01-07-21,2023,14,England,,,,Right,3,3,2,High/High,Normal (170-),Yes,63100000,,,73,59,72,71,79,74,85,57,76,72,43,67,68,73,70,76,67,77,75,75,65,67,76,82,71,58,73,80,54,60,70,74,81,77,76,13,6,12,7,7,,66+2,66+2,66+2,69,66,66,66,69,67+2,67+2,67+2,70+2,70+2,70+2,70+2,70+2,77+2,75+2,75+2,75+2,77+2,78+2,76+2,76+2,76+2,78+2,16+2,https://cdn.sofifa.net/players/265/326/23_120.png
265536,/player/265536/damaris-berta-egurrola-wienke/230008,23,8,17-12-22,Damaris Egurrola,Damaris Berta Egurrola Wienke,"CDM, CM",80,87,40000000,900,22,26-08-99,176,65,2218,Feminine Division 1,1,116033,Lyon W,SUB,11,,20-01-21,2024,34,Netherlands,113011,SUB,21,Left,3,3,1,High/High,Normal (170-185),No,90000000,,"Injury Prone, Long Passer (AI), Playmaker (AI)",62,60,80,73,77,77,78,58,77,83,57,72,67,57,87,79,58,65,69,79,51,65,79,77,78,59,75,82,70,79,63,77,77,76,71,9,6,7,14,8,,70+2,70+2,70+2,72,72,72,72,72,74+2,74+2,74+2,74+2,78+2,78+2,78+2,74+2,76+2,79+2,79+2,79+2,76+2,76+2,77+2,77+2,77+2,76+2,17+2,https://cdn.sofifa.net/players/265/536/23_120.png
265843,/player/265843/faustine-robert/230008,23,8,17-12-22,F. Robert,Faustine Robert,"RM, RW",80,80,21000000,1000,28,18-05-94,166,48,2218,Feminine Division 1,1,116037,Montpellier W,RM,25,,08-06-21,2024,18,France,113003,SUB,17,Right,4,4,1,High/High,Normal (170-),Yes,44100000,,"Flair, Speed Dribbler (AI), Outside Foot Shot",87,78,77,78,51,54,81,76,48,79,68,77,80,80,71,81,86,88,83,75,68,82,50,81,34,82,69,43,80,73,71,77,48,59,52,14,8,7,13,10,,74+2,74+2,74+2,80,78,78,78,80,78+2,78+2,78+2,79+1,74+2,74+2,74+2,79+1,69+2,64+2,64+2,64+2,69+2,66+2,55+2,55+2,55+2,66+2,18+2,https://cdn.sofifa.net/players/265/843/23_120.png
265901,/player/265901/rachel-corboz/230008,23,8,17-12-22,R. Corboz,Rachel Corboz,"CM, CAM",80,82,26000000,1000,26,01-05-96,165,58,2218,Feminine Division 1,1,116040,Stade de Reims W,LCM,10,,01-07-19,2023,95,United States,,,,Right,4,3,1,Medium/Medium,Normal (170-),Yes,56600000,,,60,76,80,81,65,64,77,76,49,86,62,83,69,72,79,83,54,64,67,78,74,73,49,82,60,79,53,73,76,80,80,79,64,69,56,14,9,13,10,6,,72+2,72+2,72+2,77,77,77,77,77,79+2,79+2,79+2,78+2,80+2,80+2,80+2,78+2,73+2,74+2,74+2,74+2,73+2,70+2,65+2,65+2,65+2,70+2,17+2,https://cdn.sofifa.net/players/265/901/23_120.png
271568,/player/271568/jelena-cankovic/230008,23,8,17-12-22,J. Čanković,Jelena Čanković,CM,80,81,24500000,1000,26,13-08-95,162,57,2216,Women's Super League,1,116010,Chelsea W,SUB,28,,26-08-22,2025,51,Serbia,,,,Left,3,3,1,High/Medium,Normal (170-),No,52100000,,Flair,73,81,76,81,61,73,65,83,69,82,78,83,78,65,78,84,73,73,67,81,70,79,67,78,68,82,79,67,85,76,70,78,43,72,58,10,13,8,13,13,,80+1,80+1,80+1,79,81,81,81,79,81,81,81,79+2,80+1,80+1,80+1,79+2,71+2,73+2,73+2,73+2,71+2,69+2,67+2,67+2,67+2,69+2,20+2,https://cdn.sofifa.net/players/271/568/23_120.png
271739,/player/271739/honoka-hayashi/230008,23,8,17-12-22,H. Hayashi,林 穂之香,CM,80,85,31500000,1000,24,19-05-98,157,55,2216,Women's Super League,1,116014,West Ham W,LCM,19,,08-09-22,2024,163,Japan,,,,Right,5,3,1,High/Medium,Normal (170-),No,68500000,,Power Free-Kick,78,71,80,81,62,63,73,63,57,84,64,80,75,65,80,85,78,78,75,82,80,77,63,75,55,85,68,63,77,83,68,72,59,66,62,6,14,8,8,5,,73+2,73+2,73+2,79,79,79,79,79,80+2,80+2,80+2,79+2,80+2,80+2,80+2,79+2,73+2,73+2,73+2,73+2,73+2,71+2,65+2,65+2,65+2,71+2,16+2,https://cdn.sofifa.net/players/271/739/23_120.png
226917,/player/226917/shanshan-wang/230008,23,8,17-12-22,Wang Shanshan,王珊珊,"ST, LM, RM",79,79,,,32,27-01-90,169,57,,,,,,,,,,,155,China PR,113001,RS,11,Right,4,4,2,Medium/Medium,Normal (170-),Yes,,,"Leadership, Playmaker (AI), Team Player",80,78,78,78,55,73,77,82,80,80,70,78,76,78,73,79,82,79,77,80,70,76,72,71,75,73,71,60,79,80,71,83,40,59,57,15,15,16,9,10,,79,79,79,79,79,79,79,79,79,79,79,79,76+2,76+2,76+2,79,69+2,68+2,68+2,68+2,69+2,68+2,65+2,65+2,65+2,68+2,20+2,https://cdn.sofifa.net/players/226/917/23_120.png
226922,/player/226922/haiyan-wu/230008,23,8,17-12-22,Wu Haiyan,吴海燕,"CB, LB",79,79,,,29,26-02-93,166,58,,,,,,,,,,,155,China PR,113001,SUB,5,Right,4,2,2,Low/High,Normal (170-),Yes,,,"Leadership, Early Crosser",75,54,70,70,79,78,70,54,79,78,43,64,61,59,69,74,76,75,75,78,76,65,79,77,78,40,79,79,64,64,63,74,80,78,80,7,14,15,13,9,,67+2,67+2,67+2,68,67,67,67,68,68+2,68+2,68+2,70+2,71+2,71+2,71+2,70+2,76+2,77+2,77+2,77+2,76+2,77+2,79,79,79,77+2,18+2,https://cdn.sofifa.net/players/226/922/23_120.png
226932,/player/226932/xin-zhang/230008,23,8,17-12-22,Zhang Xin,张馨,"LM, RM",79,79,,,30,23-05-92,170,56,,,,,,,,,,,155,China PR,113001,LM,6,Right,4,3,1,Medium/Medium,Normal (170-),No,,,,77,62,77,75,47,56,79,79,40,78,34,78,73,67,77,79,75,78,67,77,50,40,47,74,52,48,46,50,78,77,60,61,42,55,38,6,9,9,14,14,,67+2,67+2,67+2,76,74,74,74,76,76+2,76+2,76+2,78+1,74+2,74+2,74+2,78+1,65+2,63+2,63+2,63+2,65+2,62+2,52+2,52+2,52+2,62+2,18+2,https://cdn.sofifa.net/players/226/932/23_120.png
227116,/player/227116/kyah-simon/230008,23,8,17-12-22,K. Simon,Kyah Pam Simon,"CAM, ST",79,79,14500000,1000,31,25-06-91,164,58,2216,Women's Super League,1,116011,Tottenham W,SUB,17,,07-08-21,2023,195,Australia,,,,Right,4,3,2,Medium/Low,Normal (170-),Yes,30500000,,,78,75,71,80,36,68,62,75,31,79,81,78,60,56,65,81,79,78,89,78,72,73,69,78,67,75,57,50,81,79,75,79,38,32,21,8,9,9,12,13,,72+2,72+2,72+2,77,77,77,77,77,79,79,79,76+2,73+2,73+2,73+2,76+2,60+2,60+2,60+2,60+2,60+2,55+2,48+2,48+2,48+2,55+2,18+2,https://cdn.sofifa.net/players/227/116/23_120.png
227137,/player/227137/hayley-raso/230008,23,8,17-12-22,H. Raso,Hayley Emma Raso,"RW, CAM",79,79,18500000,1000,27,05-09-94,162,57,2216,Women's Super League,1,116017,Manchester City W,SUB,13,,18-08-21,2023,195,Australia,,,,Right,4,3,2,High/Medium,Normal (170-),Yes,38900000,"#Speedster, #Acrobat","Finesse Shot, Speed Dribbler (AI)",92,72,69,83,34,61,65,77,41,76,64,85,66,48,62,81,93,92,90,59,92,72,83,82,49,62,60,42,83,73,59,81,26,37,23,16,15,10,13,14,,72+2,72+2,72+2,79,77,77,77,79,77+2,77+2,77+2,78+1,70+2,70+2,70+2,78+1,60+2,56+2,56+2,56+2,60+2,55+2,45+2,45+2,45+2,55+2,19+2,https://cdn.sofifa.net/players/227/137/23_120.png
227351,/player/227351/marine-dafeur/230008,23,8,17-12-22,M. Dafeur,Marine Dafeur,"LW, CM",79,79,18500000,1000,27,20-10-94,166,66,2218,Feminine Division 1,1,116036,Fleury 91 W,LCM,21,,01-07-19,2024,18,France,,,,Left,2,3,1,Medium/High,Normal (170-),No,38900000,,,76,72,77,80,59,74,79,74,59,81,64,81,66,59,72,83,74,78,75,77,74,66,68,74,74,72,75,62,81,77,69,71,54,61,59,8,13,8,10,13,,75+2,75+2,75+2,79,78,78,78,79,79,79,79,79,76+2,76+2,76+2,79,71+2,70+2,70+2,70+2,71+2,69+2,65+2,65+2,65+2,69+2,18+2,https://cdn.sofifa.net/players/227/351/23_120.png
